HMS Property ID,Dispose Date,Address Line1,Address Line2,City,County,Post Code,Locality1,Locality2,Locality3,Locality4,DwellingCode,post_preamble
KEELCB002200,NULL, Flat 22 Keel Court,11 Newport Avenue,Poplar                                            ,London                                            ,E14 2DT,IF ,231,,,3,Flat 22
KEELCB002300,NULL, Flat 23 Keel Court,11 Newport Avenue,Poplar                                            ,London                                            ,E14 2DT,IF ,231,,,3,Flat 23
KEELCB002400,NULL, Flat 24 Keel Court,11 Newport Avenue,Poplar                                            ,London                                            ,E14 2DT,IF ,231,,,3,Flat 24
KEELCB002500,NULL, Flat 25 Keel Court,11 Newport Avenue,Poplar                                            ,London                                            ,E14 2DT,IF ,231,,,3,Flat 25
KEELCB002600,NULL, Flat 26 Keel Court,11 Newport Avenue,Poplar                                            ,London                                            ,E14 2DT,IF ,231,,,3,Flat 26
KEELCC001100,NULL, Flat 11 Keel Court,11 Newport Avenue,Poplar                                            ,London                                            ,E14 2DT,IF ,231,,,3,Flat 11
KEELCC001200,NULL, Flat 12 Keel Court,11 Newport Avenue,Poplar                                            ,London                                            ,E14 2DT,IF ,231,,,3,Flat 12
KEELCC001300,NULL, Flat 13 Keel Court,11 Newport Avenue,Poplar                                            ,London                                            ,E14 2DT,IF ,231,,,3,Flat 13
KEELCC001400,NULL, Flat 14 Keel Court,11 Newport Avenue,Poplar                                            ,London                                            ,E14 2DT,IF ,231,,,3,Flat 14
KEELCC001500,NULL, Flat 15 Keel Court,11 Newport Avenue,Poplar                                            ,London                                            ,E14 2DT,IF ,231,,,3,Flat 15
KEELCC001600,NULL, Flat 16 Keel Court,11 Newport Avenue,Poplar                                            ,London                                            ,E14 2DT,IF ,231,,,3,Flat 16
KEELCC001700,NULL, Flat 17 Keel Court,11 Newport Avenue,Poplar                                            ,London                                            ,E14 2DT,IF ,231,,,3,Flat 17
KEELCC001800,NULL, Flat 18 Keel Court,11 Newport Avenue,Poplar                                            ,London                                            ,E14 2DT,IF ,231,,,3,Flat 18
KEELCD000100,NULL, Flat 1 Keel Court,11 Newport Avenue,Poplar                                            ,London                                            ,E14 2DT,EF ,231,,,3,Flat 1
KEELCD000200,NULL, Flat 2 Keel Court,11 Newport Avenue,Poplar                                            ,London                                            ,E14 2DT,EF ,231,,,3,Flat 2
KEELCD000300,NULL, Flat 3 Keel Court,11 Newport Avenue,Poplar                                            ,London                                            ,E14 2DT,EF ,231,,,3,Flat 3
KEELCD000400,NULL, Flat 4 Keel Court,11 Newport Avenue,Poplar                                            ,London                                            ,E14 2DT,EF ,231,,,3,Flat 4
KEELCD000500,NULL, Flat 5 Keel Court,11 Newport Avenue,Poplar                                            ,London                                            ,E14 2DT,EF ,231,,,3,Flat 5
KEELCD000600,NULL, Flat 6 Keel Court,11 Newport Avenue,Poplar                                            ,London                                            ,E14 2DT,EF ,231,,,3,Flat 6
KEELCD000700,NULL, Flat 7 Keel Court,11 Newport Avenue,Poplar                                            ,London                                            ,E14 2DT,EF ,231,,,3,Flat 7
KEELCD000800,NULL, Flat 8 Keel Court,11 Newport Avenue,Poplar                                            ,London                                            ,E14 2DT,EF ,231,,,3,Flat 8
KEELCD000900,NULL, Flat 9 Keel Court,11 Newport Avenue,Poplar                                            ,London                                            ,E14 2DT,EF ,231,,,3,Flat 9
KEELCD001000,NULL, Flat 10 Keel Court,11 Newport Avenue,Poplar                                            ,London                                            ,E14 2DT,EF ,231,,,3,Flat 10
KEELCL001100,NULL,11  Keel Close,Great Fleete,Barking                                           ,Essex                                             ,IG11 0XR,EF ,203,,,3,
KEELSO000100,NULL, Flat 1 Keelson House,Cassilis Road,London                                            ,London                                            ,E14 9LG,IF ,231,,,3,Flat 1
KEELSO000200,NULL, Flat 2 Keelson House,Cassilis Road,London                                            ,London                                            ,E14 9LG,IF ,231,,,3,Flat 2
KEELSO000300,NULL, Flat 3 Keelson House,Cassilis Road,London                                            ,London                                            ,E14 9LG,IF ,231,,,3,Flat 3
KEELSO000400,NULL, Flat 4 Keelson House,Cassilis Road,London                                            ,London                                            ,E14 9LG,IF ,231,,,3,Flat 4
KEELSO000500,NULL, Flat 5 Keelson House,Cassilis Road,London                                            ,London                                            ,E14 9LG,IF ,231,,,3,Flat 5
KEELSO000600,NULL, Flat 6 Keelson House,Cassilis Road,London                                            ,London                                            ,E14 9LG,IF ,231,,,3,Flat 6
KEELSO000700,NULL, Flat 7 Keelson House,Cassilis Road,London                                            ,London                                            ,E14 9LG,IF ,231,,,3,Flat 7
KEELSO000800,NULL, Flat 8 Keelson House,Cassilis Road,London                                            ,London                                            ,E14 9LG,IF ,231,,,3,Flat 8
KEELSO000900,NULL, Flat 9 Keelson House,Cassilis Road,London                                            ,London                                            ,E14 9LG,IF ,231,,,3,Flat 9
KEELSO001000,NULL, Flat 10 Keelson House,Cassilis Road,London                                            ,London                                            ,E14 9LG,IF ,231,,,3,Flat 10
KEELSO001100,NULL, Flat 11 Keelson House,Cassilis Road,London                                            ,London                                            ,E14 9LG,IF ,231,,,3,Flat 11
KEELSO001200,NULL, Flat 12 Keelson House,Cassilis Road,London                                            ,London                                            ,E14 9LG,IF ,231,,,3,Flat 12
KEELSO001300,NULL, Flat 13 Keelson House,Cassilis Road,London                                            ,London                                            ,E14 9LG,IF ,231,,,3,Flat 13
KEELSO001400,NULL, Flat 14 Keelson House,Cassilis Road,London                                            ,London                                            ,E14 9LG,IF ,231,,,3,Flat 14
KEELSO001500,NULL, Flat 15 Keelson House,Cassilis Road,London                                            ,London                                            ,E14 9LG,IF ,231,,,3,Flat 15
KEELSO001600,NULL, Flat 16 Keelson House,Cassilis Road,London                                            ,London                                            ,E14 9LG,IF ,231,,,3,Flat 16
KEELSO001700,NULL, Flat 17 Keelson House,Cassilis Road,London                                            ,London                                            ,E14 9LG,IF ,231,,,3,Flat 17
KEELSO001800,NULL, Flat 18 Keelson House,Cassilis Road,London                                            ,London                                            ,E14 9LG,IF ,231,,,3,Flat 18
KEENSC00006G,NULL,6 FLAT G Keens Close,London,                                                  ,                                                  ,SW16 6LD,SF ,223,,,3,FLAT G
KELDAY000001,NULL, Flat 1 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 1
KELDAY000002,NULL, Flat 2 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 2
KELDAY000003,NULL, Flat 3 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 3
KELDAY000004,NULL, Flat 4 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 4
KELDAY000005,NULL, Flat 5 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 5
KELDAY000006,NULL, Flat 6 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 6
KELDAY000007,NULL, Flat 7 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 7
KELDAY000008,NULL, Flat 8 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 8
KELDAY000009,NULL, Flat 9 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 9
KELDAY000010,NULL, Flat 10 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 10
KELDAY000011,NULL, Flat 11 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 11
KELDAY000012,NULL, Flat 12 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 12
KELDAY000013,NULL, Flat 13 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 13
KELDAY000014,NULL, Flat 14 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 14
KELDAY000015,NULL, Flat 15 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 15
KELDAY000016,NULL, Flat 16 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 16
KELDAY000017,NULL, Flat 17 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 17
KELDAY000018,NULL, Flat 18 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 18
KELDAY000019,NULL, Flat 19 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 19
KELDAY000020,NULL, Flat 20 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 20
KELDAY000021,NULL, Flat 21 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 21
KELDAY000022,NULL, Flat 22 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 22
KELDAY000023,NULL, Flat 23 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 23
KELDAY000024,NULL, Flat 24 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 24
KELDAY000025,NULL, Flat 25 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 25
KELDAY000026,NULL, Flat 26 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 26
KELDAY000027,NULL, Flat 27 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 27
KELDAY000028,NULL, Flat 28 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 28
KELDAY000029,NULL, Flat 29 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 29
KELDAY000030,NULL, Flat 30 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 30
KELDAY000031,NULL, Flat 31 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 31
KELDAY000032,NULL, Flat 32 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 32
KELDAY000033,NULL, Flat 33 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 33
KELDAY000034,NULL, Flat 34 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 34
KELDAY000035,NULL, Flat 35 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 35
KELDAY000036,NULL, Flat 36 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 36
KELDAY000037,NULL, Flat 37 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 37
KELDAY000038,NULL, Flat 38 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 38
KELDAY000039,NULL, Flat 39 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 39
KELDAY000040,NULL, Flat 40 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 40
KELDAY000041,NULL, Flat 41 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 41
KELDAY000042,NULL, Flat 42 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 42
KELDAY000043,NULL, Flat 43 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 43
KELDAY000044,NULL, Flat 44 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 44
KELDAY000045,NULL, Flat 45 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 45
KELDAY000046,NULL, Flat 46 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 46
KELDAY000047,NULL, Flat 47 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 47
KELDAY000048,NULL, Flat 48 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 48
KELDAY000049,NULL, Flat 49 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 49
KELDAY000050,NULL, Flat 50 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 50
KELDAY000051,NULL, Flat 51 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 51
KELDAY000052,NULL, Flat 52 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 52
KELDAY000053,NULL, Flat 53 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 53
KELDAY000054,NULL, Flat 54 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 54
KELDAY000055,NULL, Flat 55 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 55
KELDAY000056,NULL, Flat 56 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 56
KELDAY000057,NULL, Flat 57 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 57
KELDAY000058,NULL, Flat 58 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 58
KELDAY000059,NULL, Flat 59 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 59
KELDAY000060,NULL, Flat 60 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 60
KELDAY000061,NULL, Flat 61 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 61
KELDAY000062,NULL, Flat 62 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 62
KELDAY000063,NULL, Flat 63 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 63
KELDAY000064,NULL, Flat 64 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 64
KELDAY000065,NULL, Flat 65 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 65
KELDAY000066,NULL, Flat 66 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 66
KELDAY000067,NULL, Flat 67 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 67
KELDAY000068,NULL, Flat 68 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 68
KELDAY000069,NULL, Flat 69 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 69
KELDAY000070,NULL, Flat 70 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 70
KELDAY000071,NULL, Flat 71 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 71
KELDAY000072,NULL, Flat 72 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 72
KELDAY000073,NULL, Flat 73 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 73
KELDAY000074,NULL, Flat 74 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 74
KELDAY000075,NULL, Flat 75 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 75
KELDAY000076,NULL, Flat 76 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 76
KELDAY000077,NULL, Flat 77 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 77
KELDAY000078,NULL, Flat 78 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 78
KELDAY000079,NULL, Flat 79 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 79
KELDAY000080,NULL, Flat 80 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 80
KELDAY000081,NULL, Flat 81 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 81
KELDAY000082,NULL, Flat 82 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 82
KELDAY000083,NULL, Flat 83 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 83
KELDAY000084,NULL, Flat 84 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 84
KELDAY000085,NULL, Flat 85 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 85
KELDAY000086,NULL, Flat 86 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 86
KELDAY000087,NULL, Flat 87 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 87
KELDAY000088,NULL, Flat 88 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 88
KELDAY000089,NULL, Flat 89 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 89
KELDAY000090,NULL, Flat 90 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 90
KELDAY000091,NULL, Flat 91 Kelday Heights,2 Spencer Way,Shadwell                                          ,London                                            ,E1 2PW,EF ,231,,,3,Flat 91
KELSHS000100,NULL, Flat 1 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JQ,IF ,231,,,3,Flat 1
KELSHS00010A,NULL, Flat 1A Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JQ,IF ,231,,,3,Flat 1A
KELSHS000200,NULL, Flat 2 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JQ,IF ,231,,,3,Flat 2
KELSHS000300,NULL, Flat 3 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JQ,IF ,231,,,3,Flat 3
KELSHS000400,NULL, Flat 4 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JQ,IF ,231,,,3,Flat 4
KELSHS000500,NULL, Flat 5 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JQ,IF ,231,,,3,Flat 5
KELSHS000600,NULL, Flat 6 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JQ,IF ,231,,,3,Flat 6
KELSHS000700,NULL, Flat 7 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JQ,IF ,231,,,3,Flat 7
KELSHS000800,NULL, Flat 8 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JQ,IF ,231,,,3,Flat 8
KELSHS000900,NULL, Flat 9 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JQ,IF ,231,,,3,Flat 9
KELSHS001000,NULL, Flat 10 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JQ,IF ,231,,,3,Flat 10
KELSHS001100,NULL, Flat 11 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JQ,IF ,231,,,3,Flat 11
KELSHS001200,NULL, Flat 12 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JQ,IF ,231,,,3,Flat 12
KELSHS001300,NULL, Flat 13 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JQ,IF ,231,,,3,Flat 13
KELSHS001400,NULL, Flat 14 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JQ,IF ,231,,,3,Flat 14
KELSHS001500,NULL, Flat 15 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JQ,IF ,231,,,3,Flat 15
KELSHS001600,NULL, Flat 16 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JQ,IF ,231,,,3,Flat 16
KELSHS001700,NULL, Flat 17 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JQ,IF ,231,,,3,Flat 17
KELSHS001800,NULL, Flat 18 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JQ,IF ,231,,,3,Flat 18
KELSHS001900,NULL, Flat 19 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JQ,IF ,231,,,3,Flat 19
KELSHS002000,NULL, Flat 20 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JQ,IF ,231,,,3,Flat 20
KELSHS002100,NULL, Flat 21 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JQ,IF ,231,,,3,Flat 21
KELSHS002200,NULL, Flat 22 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JQ,IF ,231,,,3,Flat 22
KELSHS002300,NULL, Flat 23 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JQ,IF ,231,,,3,Flat 23
KELSHS002400,NULL, Flat 24 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JQ,IF ,231,,,3,Flat 24
KELSHS002500,NULL, Flat 25 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JQ,IF ,231,,,3,Flat 25
KELSHS002600,NULL, Flat 26 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JQ,IF ,231,,,3,Flat 26
KELSHS002700,NULL, Flat 27 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JQ,IF ,231,,,3,Flat 27
KELSHS002800,NULL, Flat 28 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JQ,IF ,231,,,3,Flat 28
KELSHS002900,NULL, Flat 29 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JQ,IF ,231,,,3,Flat 29
KELSHS003000,NULL, Flat 30 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JQ,IF ,231,,,3,Flat 30
KELSHS003100,NULL, Flat 31 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JQ,IF ,231,,,3,Flat 31
KELSHS003200,NULL, Flat 32 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JQ,IF ,231,,,3,Flat 32
KELSHS003300,NULL, Flat 33 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JQ,IF ,231,,,3,Flat 33
KELSHS003400,NULL, Flat 34 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JQ,IF ,231,,,3,Flat 34
KELSHS003500,NULL, Flat 35 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JQ,IF ,231,,,3,Flat 35
KELSHS003600,NULL, Flat 36 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JQ,IF ,231,,,3,Flat 36
KELSHS003700,NULL, Flat 37 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JQ,IF ,231,,,3,Flat 37
KELSHS003800,NULL, Flat 38 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JQ,IF ,231,,,3,Flat 38
KELSHS003900,NULL, Flat 39 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JQ,IF ,231,,,3,Flat 39
KELSHS004000,NULL, Flat 40 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JQ,IF ,231,,,3,Flat 40
KELSHS004100,NULL, Flat 41 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JQ,IF ,231,,,3,Flat 41
KELSHS004200,NULL, Flat 42 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JQ,IF ,231,,,3,Flat 42
KELSHS004300,NULL, Flat 43 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JL,IF ,231,,,3,Flat 43
KELSHS004400,NULL, Flat 44 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JL,IF ,231,,,3,Flat 44
KELSHS004500,NULL, Flat 45 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JL,IF ,231,,,3,Flat 45
KELSHS004600,NULL, Flat 46 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JL,IF ,231,,,3,Flat 46
KELSHS004700,NULL, Flat 47 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JL,IF ,231,,,3,Flat 47
KELSHS004800,NULL, Flat 48 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JL,IF ,231,,,3,Flat 48
KELSHS004900,NULL, Flat 49 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JL,IF ,231,,,3,Flat 49
KELSHS005000,NULL, Flat 50 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JL,IF ,231,,,3,Flat 50
KELSHS005100,NULL, Flat 51 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JL,IF ,231,,,3,Flat 51
KELSHS005200,NULL, Flat 52 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JL,IF ,231,,,3,Flat 52
KELSHS005300,NULL, Flat 53 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JL,IF ,231,,,3,Flat 53
KELSHS005400,NULL, Flat 54 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JL,IF ,231,,,3,Flat 54
KELSHS005500,NULL, Flat 55 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JL,IF ,231,,,3,Flat 55
KELSHS005600,NULL, Flat 56 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JL,IF ,231,,,3,Flat 56
KELSHS005700,NULL, Flat 57 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JL,IF ,231,,,3,Flat 57
KELSHS005800,NULL, Flat 58 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JL,IF ,231,,,3,Flat 58
KELSHS005900,NULL, Flat 59 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JL,IF ,231,,,3,Flat 59
KELSHS006000,NULL, Flat 60 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JL,IF ,231,,,3,Flat 60
KELSHS006100,NULL, Flat 61 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JL,IF ,231,,,3,Flat 61
KELSHS006200,NULL, Flat 62 Kelson House,Stewart Street,London                                            ,London                                            ,E14 3JL,IF ,231,,,3,Flat 62
