HMS Property ID,Dispose Date,Address Line1,Address Line2,City,County,Post Code,Locality1,Locality2,Locality3,Locality4,DwellingCode,post_preamble
MALAST000400,NULL,4  Malabar Street,London,                                                  ,                                                  ,E14 8LY,IF ,231,,,3,
MALMES000003,NULL,3  Malmesbury Road,London,                                                  ,                                                  ,E16 4BT,EF ,226,,,3,
MALMES000005,NULL,5  Malmesbury Road,London,                                                  ,                                                  ,E16 4BT,EF ,226,,,3,
MALMES000007,NULL,7  Malmesbury Road,London,                                                  ,                                                  ,E16 4BT,EF ,226,,,3,
MALMES000009,NULL,9  Malmesbury Road,London,                                                  ,                                                  ,E16 4BT,EF ,226,,,3,
MALMES000011,NULL,11  Malmesbury Road,London,                                                  ,                                                  ,E16 4BT,EF ,226,,,3,
MALMES000013,NULL,13  Malmesbury Road,London,                                                  ,                                                  ,E16 4BT,EF ,226,,,3,
MANCRD002200,NULL,22  Marshfield Street,London,                                                  ,                                                  ,E14 3HQ,IF ,231,,,3,
MANCRD002400,NULL,24  Marshfield Street,London,                                                  ,                                                  ,E14 3HQ,IF ,231,,,3,
MANCRD039600,NULL,396  Manchester Road,London,                                                  ,                                                  ,E14 3ES,IF ,231,,,3,
MANCRD040200,NULL,402  Manchester Road,London,                                                  ,                                                  ,E14 3ES,IF ,231,,,3,
MANCRD040400,NULL,404  Manchester Road,London,                                                  ,                                                  ,E14 3ES,IF ,231,,,3,
MANCRD040600,NULL,406  Manchester Road,London,                                                  ,                                                  ,E14 3ES,IF ,231,,,3,
MANCRD051700,NULL,517  Manchester Road,London,                                                  ,                                                  ,E14 3NX,IF ,231,,,3,
MANCRD05170A,NULL,517A  Manchester Road,London,                                                  ,                                                  ,E14 3NX,IF ,231,,,3,
MANCRD051900,NULL,519  Manchester Road,London,                                                  ,                                                  ,E14 3NX,IF ,231,,,3,
MANCRD05190A,NULL,519A  Manchester Road,London,                                                  ,                                                  ,E14 3NX,IF ,231,,,3,
MANOR1000100,NULL, Flat 1 Buckthorn House,271 Manor Road,London                                            ,London                                            ,E15 3AY,EF ,226,,,3,Flat 1
MANOR1000200,NULL, Flat 2 Buckthorn House,271 Manor Road,London                                            ,London                                            ,E15 3AY,EF ,226,,,3,Flat 2
MANOR1000300,NULL, Flat 3 Buckthorn House,271 Manor Road,London                                            ,London                                            ,E15 3AY,EF ,226,,,3,Flat 3
MANOR1000400,NULL, Flat 4 Buckthorn House,271 Manor Road,London                                            ,London                                            ,E15 3AY,EF ,226,,,3,Flat 4
MANOR1000500,NULL, Flat 5 Buckthorn House,271 Manor Road,London                                            ,London                                            ,E15 3AY,EF ,226,,,3,Flat 5
MANOR1000600,NULL, Flat 6 Buckthorn House,271 Manor Road,London                                            ,London                                            ,E15 3AY,EF ,226,,,3,Flat 6
MANOR1000700,NULL, Flat 7 Buckthorn House,271 Manor Road,London                                            ,London                                            ,E15 3AY,EF ,226,,,3,Flat 7
MANOR1000800,NULL, Flat 8 Buckthorn House,271 Manor Road,London                                            ,London                                            ,E15 3AY,EF ,226,,,3,Flat 8
MANOR1000900,NULL, Flat 9 Buckthorn House,271 Manor Road,London                                            ,London                                            ,E15 3AY,EF ,226,,,3,Flat 9
MANOR1001000,NULL, Flat 10 Buckthorn House,271 Manor Road,London                                            ,London                                            ,E15 3AY,EF ,226,,,3,Flat 10
MANOR1001100,NULL, Flat 11 Buckthorn House,271 Manor Road,London                                            ,London                                            ,E15 3AY,EF ,226,,,3,Flat 11
MANOR1001200,NULL, Flat 12 Buckthorn House,271 Manor Road,London                                            ,London                                            ,E15 3AY,EF ,226,,,3,Flat 12
MANOR1001300,NULL, Flat 13 Buckthorn House,271 Manor Road,London                                            ,London                                            ,E15 3AY,EF ,226,,,3,Flat 13
MANOR3000100,NULL, Flat 1 Hornbeam House,273 Manor Road,London                                            ,London                                            ,E15 3AY.,EF ,226,,,3,Flat 1
MANOR3000200,NULL, Flat 2 Hornbeam House,273 Manor Road,London                                            ,London                                            ,E15 3AY.,EF ,226,,,3,Flat 2
MANOR3000300,NULL, Flat 3 Hornbeam House,273 Manor Road,London                                            ,London                                            ,E15 3AY.,EF ,226,,,3,Flat 3
MANOR3000400,NULL, Flat 4 Hornbeam House,273 Manor Road,London                                            ,London                                            ,E15 3AY.,EF ,226,,,3,Flat 4
MANOR3000500,NULL, Flat 5 Hornbeam House,273 Manor Road,London                                            ,London                                            ,E15 3AY.,EF ,226,,,3,Flat 5
MANOR300060A,NULL, Flat 6 Hornbeam House,273 Manor Road,London                                            ,London                                            ,E15 3AY.,EF ,226,,,3,Flat 6
MANOR3000700,NULL, Flat 7 Hornbeam House,273 Manor Road,London                                            ,London                                            ,E15 3AY.,EF ,226,,,3,Flat 7
MANOR3000800,NULL, Flat 8 Hornbeam House,273 Manor Road,London                                            ,London                                            ,E15 3AY.,EF ,226,,,3,Flat 8
MANOR300090A,NULL, Flat 9 Hornbeam House,273 Manor Road,London                                            ,London                                            ,E15 3AY.,EF ,226,,,3,Flat 9
MANOR3001000,NULL, Flat 10 Hornbeam House,273 Manor Road,London                                            ,London                                            ,E15 3AY.,EF ,226,,,3,Flat 10
MANOR3001100,NULL, Flat 11 Hornbeam House,273 Manor Road,London                                            ,London                                            ,E15 3AY.,EF ,226,,,3,Flat 11
MANOR300120A,NULL, Flat 12 Hornbeam House,273 Manor Road,London                                            ,London                                            ,E15 3AY.,EF ,226,,,3,Flat 12
MANOR3001300,NULL, Flat 13 Hornbeam House,273 Manor Road,London                                            ,London                                            ,E15 3AY.,EF ,226,,,3,Flat 13
MANOR5000100,NULL, Flat 1 Elder House,275 Manor Road,London                                            ,London                                            ,E15 3AY..,EF ,226,,,3,Flat 1
MANOR5000200,NULL, Flat 2 Elder House,275 Manor Road,London                                            ,London                                            ,E15 3AY..,EF ,226,,,3,Flat 2
MANOR5000300,NULL, Flat 3 Elder House,275 Manor Road,London                                            ,London                                            ,E15 3AY..,EF ,226,,,3,Flat 3
MANOR5000400,NULL, Flat 4 Elder House,275 Manor Road,London                                            ,London                                            ,E15 3AY..,EF ,226,,,3,Flat 4
MANOR5000500,NULL, Flat 5 Elder House,275 Manor Road,London                                            ,London                                            ,E15 3AY..,EF ,226,,,3,Flat 5
MANOR500060A,NULL, Flat 6 Elder House,275 Manor Road,London                                            ,London                                            ,E15 3AY..,EF ,226,,,3,Flat 6
MANOR5000700,NULL, Flat 7 Elder House,275 Manor Road,London                                            ,London                                            ,E15 3AY..,EF ,226,,,3,Flat 7
MANOR5000800,NULL, Flat 8 Elder House,275 Manor Road,London                                            ,London                                            ,E15 3AY..,EF ,226,,,3,Flat 8
MANOR500090A,NULL, Flat 9 Elder House,275 Manor Road,London                                            ,London                                            ,E15 3AY..,EF ,226,,,3,Flat 9
MANOR5001000,NULL, Flat 10 Elder House,275 Manor Road,London                                            ,London                                            ,E15 3AY..,EF ,226,,,3,Flat 10
MANOR5001100,NULL, Flat 11 Elder House,275 Manor Road,London                                            ,London                                            ,E15 3AY..,EF ,226,,,3,Flat 11
MANOR5001200,NULL, Flat 12 Elder House,275 Manor Road,London                                            ,London                                            ,E15 3AY..,EF ,226,,,3,Flat 12
MANOR5001300,NULL, Flat 13 Elder House,275 Manor Road,London                                            ,London                                            ,E15 3AY..,EF ,226,,,3,Flat 13
MANSKA000019,NULL, FLAT 19 Manskani Walk,London,                                                  ,                                                  ,SW16 5AW,SF ,223,,,3,FLAT 19
MANSKA000020,NULL, FLAT 20 Manskani Walk,London,                                                  ,                                                  ,SW16 5AW,SF ,223,,,3,FLAT 20
MANTLE001400,NULL,14  Mantle Way,London,                                                  ,                                                  ,E15 4BT,EF ,226,,,3,
MANTLE001600,NULL,16  Mantle Way,London,                                                  ,                                                  ,E15 4BT,EF ,226,,,3,
MANTLE001800,NULL,18  Mantle Way,London,                                                  ,                                                  ,E15 4BT,EF ,226,,,3,
MANTLE002000,NULL,20  Mantle Way,London,                                                  ,                                                  ,E15 4BT,EF ,226,,,3,
MANTLE002200,NULL,22  Mantle Way,London,                                                  ,                                                  ,E15 4BT,EF ,226,,,3,
MANTLE002400,NULL,24  Mantle Way,London,                                                  ,                                                  ,E15 4BT,EF ,226,,,3,
MANTLE002600,NULL,26  Mantle Way,London,                                                  ,                                                  ,E15 4BT,EF ,226,,,3,
MANTLE002800,NULL,28  Mantle Way,London,                                                  ,                                                  ,E15 4BT,EF ,226,,,3,
MANTLE003000,NULL,30  Mantle Way,London,                                                  ,                                                  ,E15 4BT,EF ,226,,,3,
MANTLE003200,NULL,32  Mantle Way,London,                                                  ,                                                  ,E15 4BT,EF ,226,,,3,
MANTLE003400,NULL,34  Mantle Way,London,                                                  ,                                                  ,E15 4BT,EF ,226,,,3,
MANTLE003600,NULL,36  Mantle Way,London,                                                  ,                                                  ,E15 4BT,EF ,226,,,3,
MANTLE003800,NULL,38  Mantle Way,London,                                                  ,                                                  ,E15 4BT,EF ,226,,,3,
MANTLE004000,NULL,40  Mantle Way,London,                                                  ,                                                  ,E15 4BT,EF ,226,,,3,
MANTLE004200,NULL,42  Mantle Way,London,                                                  ,                                                  ,E15 4BT,EF ,226,,,3,
MANTLE004400,NULL,44  Mantle Way,London,                                                  ,                                                  ,E15 4BT,EF ,226,,,3,
MANTLE004600,NULL,46  Mantle Way,London,                                                  ,                                                  ,E15 4BT,EF ,226,,,3,
MANTLE004800,NULL,48  Mantle Way,London,                                                  ,                                                  ,E15 4BT,EF ,226,,,3,
MANTLE005000,NULL,50  Mantle Way,London,                                                  ,                                                  ,E15 4BT,EF ,226,,,3,
MANTLE005200,NULL,52  Mantle Way,London,                                                  ,                                                  ,E15 4BT,EF ,226,,,3,
MAPLED000100,NULL,1  Mapledurham Walk,Maidenhead,Berkshire                                         ,Berkshire                                         ,SL6 7UL,BF ,298,,,3,
MAPLED000200,NULL,2  Mapledurham Walk,Maidenhead,Berkshire                                         ,Berkshire                                         ,SL6 7UL,BF ,298,,,3,
MAPLED000300,NULL,3  Mapledurham Walk,Maidenhead,Berkshire                                         ,Berkshire                                         ,SL6 7UL,BF ,298,,,3,
MAPLED000400,NULL,4  Mapledurham Walk,Maidenhead,Berkshire                                         ,Berkshire                                         ,SL6 7UL,BF ,298,,,3,
MAPLED000500,NULL,5  Mapledurham Walk,Maidenhead,Berkshire                                         ,Berkshire                                         ,SL6 7UL,BF ,298,,,3,
MAPLED000600,NULL,6  Mapledurham Walk,Maidenhead,Berkshire                                         ,Berkshire                                         ,SL6 7UL,BF ,298,,,3,
MAPLED000700,NULL,7  Mapledurham Walk,Maidenhead,Berkshire                                         ,Berkshire                                         ,SL6 7UL,BF ,298,,,3,
MAPLED000800,NULL,8  Mapledurham Walk,Maidenhead,Berkshire                                         ,Berkshire                                         ,SL6 7UL,BF ,298,,,3,
MAPLED000900,NULL,9  Mapledurham Walk,Maidenhead,Berkshire                                         ,Berkshire                                         ,SL6 7UL,BF ,298,,,3,
MAPLED001000,NULL,10  Mapledurham Walk,Maidenhead,Berkshire                                         ,Berkshire                                         ,SL6 7UL,BF ,298,,,3,
MAPLED001100,NULL,11  Mapledurham Walk,Maidenhead,Berkshire                                         ,Berkshire                                         ,SL6 7UL,BF ,298,,,3,
MAPLED001200,NULL,12  Mapledurham Walk,Maidenhead,Berkshire                                         ,Berkshire                                         ,SL6 7UL,BF ,298,,,3,
MAPLED001300,NULL,13  Mapledurham Walk,Maidenhead,Berkshire                                         ,Berkshire                                         ,SL6 7UL,BF ,298,,,3,
MAPLED001400,NULL,14  Mapledurham Walk,Maidenhead,Berkshire                                         ,Berkshire                                         ,SL6 7UL,BF ,298,,,3,
MAPLED001600,NULL,16  Mapledurham Walk,Maidenhead,Berkshire                                         ,Berkshire                                         ,SL6 7UL,BF ,298,,,3,
MAPLED001800,NULL,18  Mapledurham Walk,Maidenhead,Berkshire                                         ,Berkshire                                         ,SL6 7UL,BF ,298,,,3,
MAPLED002000,NULL,20  Mapledurham Walk,Maidenhead,Berkshire                                         ,Berkshire                                         ,SL6 7UL,BF ,298,,,3,
MAPLEF000001,NULL, Flat 1 Maplefield,Biggerstaff Street,London                                            ,London                                            ,N4 3FH,NF ,220,,,3,Flat 1
MAPLEF000002,NULL, Flat 2 Maplefield,Biggerstaff Street,London                                            ,London                                            ,N4 3FH,NF ,220,,,3,Flat 2
MAPLEF000003,NULL, Flat 3 Maplefield,Biggerstaff Street,London                                            ,London                                            ,N4 3FH,NF ,220,,,3,Flat 3
MAPLEF000004,NULL, Flat 4 Maplefield,Biggerstaff Street,London                                            ,London                                            ,N4 3FH,NF ,220,,,3,Flat 4
MAPLEF000005,NULL, Flat 5 Maplefield,Biggerstaff Street,London                                            ,London                                            ,N4 3FH,NF ,220,,,3,Flat 5
MAPLEF000006,NULL, Flat 6 Maplefield,Biggerstaff Street,London                                            ,London                                            ,N4 3FH,NF ,220,,,3,Flat 6
MAPLEF000007,NULL,7  Maplefield,Biggerstaff Street,London                                            ,London                                            ,N4 3FH,NF ,220,,,3,
MAPLEF000008,NULL, Flat 8 Maplefield,Biggerstaff Street,London                                            ,London                                            ,N4 3FH,NF ,220,,,3,Flat 8
MAPLEF000009,NULL, Flat 9 Maplefield,Biggerstaff Street,London                                            ,London                                            ,N4 3FH,NF ,220,,,3,Flat 9
MAPLEF000010,NULL, Flat 10 Maplefield,Biggerstaff Street,London                                            ,London                                            ,N4 3FH,NF ,220,,,3,Flat 10
MAPLEF000011,NULL, Flat 11 Maplefield,Biggerstaff Street,London                                            ,London                                            ,N4 3FH,NF ,220,,,3,Flat 11
MAPLEF000012,NULL, Flat 12 Maplefield,Biggerstaff Street,London                                            ,London                                            ,N4 3FH,NF ,220,,,3,Flat 12
MAPLEF000013,NULL, Flat 13 Maplefield,Biggerstaff Street,London                                            ,London                                            ,N4 3FH,NF ,220,,,3,Flat 13
MAPLEF000014,NULL, Flat 14 Maplefield,Biggerstaff Street,London                                            ,London                                            ,N4 3FH,NF ,220,,,3,Flat 14
MAPLEF000015,NULL, Flat 15 Maplefield,Biggerstaff Street,London                                            ,London                                            ,N4 3FH,NF ,220,,,3,Flat 15
MAPLEF000016,NULL, Flat 16 Maplefield,Biggerstaff Street,London                                            ,London                                            ,N4 3FH,NF ,220,,,3,Flat 16
MAPLEF000017,NULL, Flat 17 Maplefield,Biggerstaff Street,London                                            ,London                                            ,N4 3FH,NF ,220,,,3,Flat 17
MAPLEF000018,NULL, Flat 18 Maplefield,Biggerstaff Street,London                                            ,London                                            ,N4 3FH,NF ,220,,,3,Flat 18
MAPLEF000019,NULL, Flat 19 Maplefield,Biggerstaff Street,London                                            ,London                                            ,N4 3FH,NF ,220,,,3,Flat 19
MAPLEF000020,NULL, Flat 20 Maplefield,Biggerstaff Street,London                                            ,London                                            ,N4 3FH,NF ,220,,,3,Flat 20
MAPLEF000021,NULL, Flat 21 Maplefield,Biggerstaff Street,London                                            ,London                                            ,N4 3FH,NF ,220,,,3,Flat 21
MAPLEF000022,NULL, Flat 22 Maplefield,Biggerstaff Street,London                                            ,London                                            ,N4 3FH,NF ,220,,,3,Flat 22
MAPLEF000023,NULL, Flat 23 Maplefield,Biggerstaff Street,London                                            ,London                                            ,N4 3FH,NF ,220,,,3,Flat 23
MAPLEF000024,NULL, Flat 24 Maplefield,Biggerstaff Street,London                                            ,London                                            ,N4 3FH,NF ,220,,,3,Flat 24
MAPLEF000025,NULL, Flat 25 Maplefield,Biggerstaff Street,London                                            ,London                                            ,N4 3FH,NF ,220,,,3,Flat 25
MAPLEF000026,NULL, Flat 26 Maplefield,Biggerstaff Street,London                                            ,London                                            ,N4 3FH,NF ,220,,,3,Flat 26
MAPLEF000027,NULL, Flat 27 Maplefield,Biggerstaff Street,London                                            ,London                                            ,N4 3FH,NF ,220,,,3,Flat 27
MAPLEF000028,NULL, Flat 28 Maplefield,Biggerstaff Street,London                                            ,London                                            ,N4 3FH,NF ,220,,,3,Flat 28
MARCHA000013,NULL, FLAT 13 MARCHANT HOUSE Brixton Water Lane,London,                                                  ,                                                  ,SW2 1SJ,SF ,223,,,3,FLAT 13 MARCHANT HOUSE
MARKET010000,NULL,100  Market Street,London,                                                  ,                                                  ,E6 2RB,EF ,226,,,3,
MARKHT500001,NULL,5 Apartment 001  Markham He Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 001  Markham He
MARKHT500002,NULL,5 Apartment 002  Markham He Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 002  Markham He
MARKHT500003,NULL,5 Apartment 003  Markham He Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 003  Markham He
MARKHT500101,NULL,5 Apartment 101  Markham He Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 101  Markham He
MARKHT500102,NULL,5 Apartment 102  Markham He Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 102  Markham He
MARKHT500103,NULL,5 Apartment 103  Markham He Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 103  Markham He
MARKHT500104,NULL,5 Apartment 104  Markham He Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 104  Markham He
MARKHT500201,NULL,5 Apartment 201  Markham He Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 201  Markham He
MARKHT500202,NULL,5 Apartment 202  Markham He Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 202  Markham He
MARKHT500203,NULL,5 Apartment 203  Markham He Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 203  Markham He
MARKHT500301,NULL,5 Apartment 301  Markham He Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 301  Markham He
MARKHT500302,NULL,5 Apartment 302  Markham He Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 302  Markham He
MARKHT500303,NULL,5 Apartment 303  Markham He Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 303  Markham He
MARKHT500304,NULL,5 Apartment 304  Markham He Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 304  Markham He
MARKHT500305,NULL,5 Apartment 305  Markham He Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 305  Markham He
MARKHT500306,NULL,5 Apartment 306  Markham He Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 306  Markham He
MARKHT500307,NULL,5 Apartment 307  Markham He Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 307  Markham He
MARKHT500401,NULL,5 Apartment 401  Markham He Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 401  Markham He
MARKHT500402,NULL,5 Apartment 402  Markham He Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 402  Markham He
MARKHT500403,NULL,5 Apartment 403  Markham He Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 403  Markham He
MARKHT500501,NULL,5 Apartment 501  Markham He Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 501  Markham He
MARKHT500502,NULL,5 Apartment 502  Markham He Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 502  Markham He
MARKHT500503,NULL,5 Apartment 503  Markham He Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 503  Markham He
MARKHT500601,NULL,5 Apartment 601  Markham He Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 601  Markham He
MARKHT500602,NULL,5 Apartment 602  Markham He Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 602  Markham He
MARKHT500603,NULL,5 Apartment 603  Markham He Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 603  Markham He
MARKHT500604,NULL,5 Apartment 604  Markham He Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 604  Markham He
MARKHT500605,NULL,5 Apartment 605  Markham He Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 605  Markham He
MARKHT500606,NULL,5 Apartment 606  Markham He Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 606  Markham He
MARKHT500607,NULL,5 Apartment 607  Markham He Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 607  Markham He
MARKHT500608,NULL,5 Apartment 608  Markham He Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 608  Markham He
MARKHT500609,NULL,5 Apartment 609  Markham He Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 609  Markham He
MARKHT500610,NULL,5 Apartment 610  Markham He Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 610  Markham He
MARKHT500611,NULL,5 Apartment 611  Markham He Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 611  Markham He
MARKHT500701,NULL,5 Apartment 701  Markham He Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 701  Markham He
MARKHT500702,NULL,5 Apartment 702  Markham He Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 702  Markham He
MARKHT500703,NULL,5 Apartment 703  Markham He Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 703  Markham He
MARKHT500801,NULL,5 Apartment 801  Markham He Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 801  Markham He
MARKHT500802,NULL,5 Apartment 802  Markham He Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 802  Markham He
MARKHT500803,NULL,5 Apartment 803  Markham He Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 803  Markham He
MARKHT500901,NULL,5 Apartment 901  Markham He Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 901  Markham He
MARKHT500902,NULL,5 Apartment 902  Markham He Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 902  Markham He
MARKHT500903,NULL,5 Apartment 903  Markham He Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 903  Markham He
MARKHT500904,NULL,5 Apartment 904  Markham He Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 904  Markham He
MARKHT500905,NULL,5 Apartment 905  Markham He Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 905  Markham He
MARKHT500906,NULL,5 Apartment 906  Markham He Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 906  Markham He
MARKHT500907,NULL,5 Apartment 907  Markham He Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 907  Markham He
MARKHT500908,NULL,5 Apartment 908  Markham He Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 908  Markham He
MARKHT500909,NULL,5 Apartment 909  Markham He Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 909  Markham He
MARKHT500910,NULL,5 Apartment 910  Markham He Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 910  Markham He
MARKHT500911,NULL,5 Apartment 911  Markham He Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 911  Markham He
MARKHT501001,NULL,5 Apartment 1001  Markham H Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 1001  Markham H
MARKHT501002,NULL,5 Apartment 1002  Markham H Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 1002  Markham H
MARKHT501003,NULL,5 Apartment 1003  Markham H Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 1003  Markham H
MARKHT501101,NULL,5 Apartment 1101  Markham H Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 1101  Markham H
MARKHT501102,NULL,5 Apartment 1102  Markham H Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 1102  Markham H
MARKHT501103,NULL,5 Apartment 1103  Markham H Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 1103  Markham H
MARKHT501201,NULL,5 Apartment 1104  Markham H Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 1104  Markham H
MARKHT501202,NULL,5 Apartment 1202  Markham H Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 1202  Markham H
MARKHT501203,NULL,5 Apartment 1203  Markham H Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 1203  Markham H
MARKHT501204,NULL,5 Apartment 1204  Markham H Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 1204  Markham H
MARKHT501205,NULL,5 Apartment 1205  Markham H Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 1205  Markham H
MARKHT501206,NULL,5 Apartment 1206  Markham H Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 1206  Markham H
MARKHT501207,NULL,5 Apartment 1207  Markham H Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 1207  Markham H
MARKHT501208,NULL,5 Apartment 1208  Markham H Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 1208  Markham H
MARKHT501209,NULL,5 Apartment 1209  Markham H Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 1209  Markham H
MARKHT501210,NULL,5 Apartment 1210  Markham H Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 1210  Markham H
MARKHT501211,NULL,5 Apartment 1211  Markham H Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 1211  Markham H
MARKHT501212,NULL,5 Apartment 1212  Markham H Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 1212  Markham H
MARKHT501301,NULL,5 Apartment 1301  Markham H Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 1301  Markham H
MARKHT501302,NULL,5 Apartment 1302  Markham H Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 1302  Markham H
MARKHT501303,NULL,5 Apartment 1303  Markham H Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 1303  Markham H
MARKHT501401,NULL,5 Apartment 1401  Markham H Crossharbour Plaza,London,                                                  ,                                                  ,E14 9XN,IF ,231,,,3,Apartment 1401  Markham H
